Başlık,Marka,Kullanım Amacı,Renk,Cihaz Ağırlığı,İşlemci Tipi,İşlemci,İşlemci Nesli,İşlemci Çekirdek Sayısı,Maksimum İşlemci Hızı,Ram (Sistem Belleği),Ram Tipi,Ekran Kartı,Ekran Kartı Tipi,Ekran Kartı Hafızası,Ekran Kartı Bellek Tipi,SSD Kapasitesi,Harddisk Kapasitesi,Ekran Boyutu,Max Ekran Çözünürlüğü,Ekran Özelliği,Ekran Yenileme Hızı,Ekran Panel Tipi,İşletim Sistemi,Çekilme Zamanı,Fiyat (TRY),Link
"Lenovo Ideapad Slim 3 16IRH10 I7-13620H 24-Gbddr5 1 Tbssd UHD Graphics 16"" Wuxga Windows 11 Pro Notebook 83K2001VTRAT53",Lenovo,Ofis ve İş,Gri,2 - 4 kg,Intel Core i7,13620H,13.Nesil,10,"4,9 GHz",,DDR5,Intel UHD Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Pro,2025-12-03 01:38:43,"38.419,54 TL",https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-i7-13620h-24-gbddr5-1-tbssd-uhd-graphics-16-wuxga-windows-11-pro-notebook-83k2001vtrat53-pm-HBC0000A3RKEW
"Casper Nevopro 14"" 300NIT Core i7-13620H 16GB DDR5 500GB Freedos NP40.1362-BV00X-G-F",Casper,Ofis ve İş,Gri,2 kg ve Altı,Intel Core i7,13620H,13.Nesil,,"4,9 GHz",,DDR5,Paylaşımlı,Paylaşımlı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,Full HD,,FHD,FreeDos,2025-12-03 01:38:45,31.599 TL,https://www.hepsiburada.com/casper-nevopro-14-300nit-core-i7-13620h-16gb-ddr5-500gb-freedos-np40-1362-bv00x-g-f-pm-HBC00009TXLWO
"Acer Nitro 5 ANV15-51 NH.QNCEY.001A19 I5-13420H 32GB 512SSD RTX3050 15.6"" Fhd W11P Dizüstü BILGISAYAR-CNT020",Acer,,"Siyah, Siyah",2 - 4 kg,Intel Core i5,Intel Core i5,13.Nesil,,"4,6 GHz",32 GB,DDR5,Nvidia GeForce RTX 3050,Harici Ekran Kartı,6 GB,GDDR6,512 GB,Yok,"15,6 inç",1920 x 1080,Full HD,144 Hz,IPS,Windows 11 Pro,2025-12-03 01:38:47,"49.135,98 TL",https://www.hepsiburada.com/acer-nitro-5-anv15-51-nh-qncey-001a19-i5-13420h-32gb-512ssd-rtx3050-15-6-fhd-w11p-dizustu-bilgisayar-cnt020-pm-HBC000074A3C1
"Lenovo V15 Gen4 Amn Ryzen5 7520U 16GB Ddr5 1tb SSD 15.6"" WINDOWS11HOME Fhd Dizüstü Bilgisayar 882YU00QYTX07+ZETTAÇANTA",Lenovo,,Siyah,1 - 2 kg,AMD Ryzen 5,7520U,7.Nesil,,"4,3 GHz",,DDR5,AMD Radeon Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"15,6 inç",1920 x 1080,Full HD,,TN,Windows 11 Home,2025-12-03 01:38:49,"31.359,98 TL",https://www.hepsiburada.com/lenovo-v15-gen4-amn-ryzen5-7520u-16gb-ddr5-1tb-ssd-15-6-windows11home-fhd-dizustu-bilgisayar-882yu00qytx07-zettacanta-p-HBCV00004O6ANR
"Lenovo Ideapad 3 15IAU7 Intel Core I3 1215U 24GB 1tb SSD W11PRO 15.6"" Fhd Taşınabilir Bilgisayar 82RK00XATX-K11",Lenovo,Ofis ve İş,Gri,1 - 2 kg,Intel Core i3,1215U,12.Nesil,,"4,4 GHz",24 GB,DDR4,Paylaşımlı,Dahili Ekran Kartı,Paylaşımlı,Onboard,1 TB,Yok,"15,6 inç",1920 x 1080,Full HD,60 Hz,TN,Windows 11 Pro,2025-12-03 01:38:51,26.899 TL,https://www.hepsiburada.com/lenovo-ideapad-3-15iau7-intel-core-i3-1215u-24gb-1tb-ssd-w11pro-15-6-fhd-tasinabilir-bilgisayar-82rk00xatx-k11-pm-HBC00005WY2P4
"Dell Inspiron 3520 Intel Core I7 1255U 32GB 1tb SSD Windows 11 Pro 15.6"" Fhd Taşınabilir Bilgisayar I35201013UA54",Dell,,Siyah,1 - 2 kg,Intel Core i7,Intel Core i7,12.Nesil,,"4,7 GHz",32 GB,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,1 TB,Yok,"15,6 inç",1920 x 1080,,,WVA,Windows 11 Pro,2025-12-03 01:38:53,37.899 TL,https://www.hepsiburada.com/dell-inspiron-3520-intel-core-i7-1255u-32gb-1tb-ssd-windows-11-pro-15-6-fhd-tasinabilir-bilgisayar-i35201013ua54-pm-HBC00004PTIWX
"Lenovo Loq 15IRX9 Intel Core I7 13650HX 32GB 1tb SSD RTX4060 Windows 11 Home 15.6"" Fhd 144Hz Taşınabilir Bilgisayar 83DV00HTTRA11",Lenovo,Oyun ve Eğlence,Koyu Gri,2 - 4 kg,Intel Core i7,13650HX,13.Nesil,,"4,9 GHz",32 GB,DDR5,Nvidia GeForce RTX 4060,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR6,1 TB,Yok,"15,6 inç",1920 x 1080,Full HD,144 Hz,IPS,Windows 11 Home,2025-12-03 01:38:55,"64.989,03 TL",https://www.hepsiburada.com/lenovo-loq-15irx9-intel-core-i7-13650hx-32gb-1tb-ssd-rtx4060-windows-11-home-15-6-fhd-144hz-tasinabilir-bilgisayar-83dv00httra11-pm-HBC000074LOYP
"Apple MacBook Air M2 16GB 256GB SSD macOS 13"" Taşınabilir Bilgisayar Gümüş MC7V4TU/A",Apple,,,,,,,,,,,,,,,,,,,,,,,2025-12-03 01:39:17,42.499 TL,https://www.hepsiburada.com/apple-macbook-air-m2-8gb-512gb-ssd-macos-13-tasinabilir-bilgisayar-gumus-mly03tu-a-pm-HBC00002GNKNY
"Asus TUF FA507NVR-LP158BS9 Ryzen 7 7435HS 32GB 1TB SSD RTX 4060 8GB 140W 15.6"" Taşınabilir Bilgisayar",Asus,Oyun ve Eğlence,Siyah,2 - 4 kg,AMD Ryzen 7,7435HS,Ryzen,,"4,5 GHz",32 GB,DDR5,Nvidia GeForce RTX 4060,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR6,1 TB,Yok,"15,6 inç",1920 x 1080,,,IPS,Yok (Free Dos),2025-12-03 01:39:19,79.999 TL,https://www.hepsiburada.com/asus-tuf-fa507nvr-lp158bs09-ryzen-7-7435hs-32gb-1tb-ssd-rtx-4060-8gb-140w-15-6-tasinabilir-bilgisayar-pm-HBC00008PILTE
"Casper Nirvana X750 I7-13620H 16GB DDR5 1TB SSD Freedos 15.6"" Taşınabilir Bilgisayar X750.1362-BF00X-G-F",Casper,,"Gri, Gri",2 kg ve Altı,Intel Core i7,13620H,13.Nesil,,"2,4 GHz",,DDR5,Intel Graphics,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,,Yok,"15,6 inç",1920 x 1080,,,IPS,Yok (Free Dos),2025-12-03 01:39:21,27.724 TL,https://www.hepsiburada.com/casper-nirvana-x750-i7-13620h-16gb-ddr5-1tb-ssd-freedos-15-6-tasinabilir-bilgisayar-x750-1362-bf00x-g-f-pm-HBC00008WFEGJ
"Lenovo Loq 15IRX9 Intel Core I7 13650HX 64GB 2tb SSD Rtx 4060 (115W) 15.6"" 100% Srgb 144Hz Fhd IPS Panel Windows 11 Pro Taşınabilir Bilgisayar 83DV011GTR P36",Lenovo,Oyun ve Eğlence,"Gri, Gri",2 - 4 kg,Intel Core i7,13650HX,13.Nesil,,"4,9 GHz",,DDR5,Nvidia GeForce RTX 4060,Harici Ekran Kartı,8 GB,GDDR6,,Yok,"15,6 inç",1920 x 1080,Full HD,144 Hz,IPS,Windows 11 Pro,2025-12-03 01:39:23,87.999 TL,https://www.hepsiburada.com/lenovo-loq-15irx9-intel-core-i7-13650hx-64gb-2tb-ssd-rtx-4060-115w-15-6-100-srgb-144hz-fhd-ips-panel-freedos-tasinabilir-bilgisayar-83dv011gtr-p36-pm-HBC00008FFZ7T
"Lenovo V15 Gen4 Amn Ryzen5 7520U 16GB Ddr5 512GB SSD 15.6"" Dos Fhd Dizüstü Bilgisayar 882YU00QYTX02+ZETTAÇANTA",Lenovo,,Siyah,1 - 2 kg,AMD Ryzen 5,7520U,7.Nesil,,"4,3 GHz",,DDR5,AMD Radeon Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"15,6 inç",1920 x 1080,Full HD,,TN,Yok (Free Dos),2025-12-03 01:39:25,"24.499,98 TL",https://www.hepsiburada.com/lenovo-v15-gen4-amn-ryzen5-7520u-16gb-ddr5-512gb-ssd-15-6-dos-fhd-dizustu-bilgisayar-882yu00qytx02-zettacanta-p-HBCV00004O6BWQ
"Lenovo Nb E14 G6 Ultra 7 155H 16GB 512GB SSD 14"" Freedos Taşınabilir Bilgisayar 21M70031TX",Lenovo,Ofis ve İş,"Siyah, Siyah",2 kg ve Altı,Intel Core Ultra 7,155H,Intel Core Ultra Serisi,,"4,8 GHz",16 GB,DDR5,Intel Arc Graphics,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,512 GB,Yok,14 inç,1920 x 1200,WUXGA,60 Hz,IPS,Yok (Free Dos),2025-12-03 01:39:30,"43.108,20 TL",https://www.hepsiburada.com/lenovo-nb-e14-g6-ultra-7-155h-16gb-512gb-ssd-14-freedos-tasinabilir-bilgisayar-21m70031tx-pm-HBC0000732VXU
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 32GB Ddr5 2tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH11 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:39:32,"52.723,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-32gb-ddr5-2tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh11-zetta-canta-p-HBCV0000727JRA
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 48GB Ddr5 4tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH20 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:39:34,"70.755,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-48gb-ddr5-4tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh20-zetta-canta-p-HBCV0000727J0I
"Lenovo V15 Gen4 Amn Ryzen5 7520U 16GB Ddr5 1tb SSD 15.6"" Dos Fhd Dizüstü Bilgisayar 882YU00QYTX03+ZETTAÇANTA",Lenovo,,Siyah,1 - 2 kg,AMD Ryzen 5,7520U,7.Nesil,,"4,3 GHz",,DDR5,AMD Radeon Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"15,6 inç",1920 x 1080,,,TN,Yok (Free Dos),2025-12-03 01:39:36,"29.399,98 TL",https://www.hepsiburada.com/lenovo-v15-gen4-amn-ryzen5-7520u-16gb-ddr5-1tb-ssd-15-6-dos-fhd-dizustu-bilgisayar-882yu00qytx03-zettacanta-p-HBCV00004O6AMN
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 48GB Ddr5 512GB SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH17 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:39:39,"50.273,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-48gb-ddr5-512gb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh17-zetta-canta-p-HBCV0000727J0G
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 80GB 2tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH28 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:39:41,"76.145,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-80gb-2tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh28-zetta-canta-p-HBCV0000727JRC
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 48GB Ddr5 1tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH18 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:39:43,"54.781,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-48gb-ddr5-1tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh18-zetta-canta-p-HBCV0000727IP2
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 24GB Ddr5 512GB SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH05 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:39:45,"37.533,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-24gb-ddr5-512gb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh05-zetta-canta-p-HBCV0000727J3L
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 16GB Ddr5 1tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH02 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:39:47,"39.395,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-16gb-ddr5-1tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh02-zetta-canta-p-HBCV0000727JOP
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 24GB Ddr5 1tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH06 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:39:49,"42.041,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-24gb-ddr5-1tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh06-zetta-canta-p-HBCV0000727K17
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 96GB Ddr5 512GB SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH31 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:39:51,"73.695,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-96gb-ddr5-512gb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh31-zetta-canta-p-HBCV0000727IP4
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 16GB Ddr5 512GB SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH01 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:39:54,"34.887,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-16gb-ddr5-512gb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh01-zetta-canta-p-HBCV0000727JYM
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 24GB Ddr5 2tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH07 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:39:56,"47.431,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-24gb-ddr5-2tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh07-zetta-canta-p-HBCV0000727JO0
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 40GB Ddr5 1tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH14 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:39:58,"48.215,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-40gb-ddr5-1tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh14-zetta-canta-p-HBCV0000727JEE
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 80GB 1tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH27 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:40:01,"70.755,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-80gb-1tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh27-zetta-canta-p-HBCV0000727JSZ
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 96GB Ddr5 2tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH33 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:40:03,"83.495,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-96gb-ddr5-2tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh33-zetta-canta-p-HBCV0000727IFD
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 80GB 512GB SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH26 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:40:06,"66.247,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-80gb-512gb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh26-zetta-canta-p-HBCV0000727JG6
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 40GB Ddr5 512GB SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH13 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:40:08,"43.707,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-40gb-ddr5-512gb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh13-zetta-canta-p-HBCV0000727IP0
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 64GB Ddr5 4tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH24 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:40:10,"79.477,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-64gb-ddr5-4tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh24-zetta-canta-p-HBCV0000727IGP
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 64GB Ddr5 512GB SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH21 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:40:13,"58.897,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-64gb-ddr5-512gb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh21-zetta-canta-p-HBCV0000727JY5
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 64GB Ddr5 1tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH22 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:40:15,"63.405,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-64gb-ddr5-1tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh22-zetta-canta-p-HBCV0000727HRS
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 32GB Ddr5 1tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH10 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:40:17,"47.431,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-32gb-ddr5-1tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh10-zetta-canta-p-HBCV0000727IGN
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 32GB Ddr5 4tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH12 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:40:19,"63.405,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-32gb-ddr5-4tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh12-zetta-canta-p-HBCV0000727JLQ
"Lenovo Thinkbook 14 G6 Irl Intel Core I5 13420H 40GB Ddr5 2tb SSD 14"" Wuxga 300NITS IPS Windows 11 Home Taşınabilir Bilgisayar 21KG00UCTRH15 + Zetta Çanta",Lenovo,Ofis ve İş,Metalik Gri,1 - 2 kg,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,14 inç,1920 x 1200,WUXGA,,IPS,Windows 11 Home,2025-12-03 01:40:21,"53.605,50 TL",https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-intel-core-i5-13420h-40gb-ddr5-2tb-ssd-14-wuxga-300nits-ips-windows-11-home-tasinabilir-bilgisayar-21kg00uctrh15-zetta-canta-p-HBCV0000727JY3
